summary_id,tier,is_valid,validation_confidence,grade_score,coherence_score,factuality_score,issues_count,processing_time_ms,justification,original_grade,production_ready,level3_priority_final,source_id
141_confidence_weighted,MODERATE,False,0.9673879945278168,0.7,0.6843982683982685,0.924626648426056,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,4421f40861287733
142_confidence_weighted,MODERATE,False,0.8396779625015404,0.6,0.5177099236641222,0.969410002231598,4,0.0,Grade B non production ready - traitement ML élevé,B,False,0.75,dce264d64f8e55f6
143_confidence_weighted,MODERATE,False,0.9656328999996184,0.7,0.6750781563126252,0.9187763333320618,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,05780a2789456792
144_confidence_weighted,MODERATE,False,0.944551566839218,0.7,0.6748059701492537,0.9485052227973938,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,e6f76679684a9086
145_confidence_weighted,CRITICAL,False,0.3470788849680076,0.4,0.4009624769863387,0.8886588215827942,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,0d87b82f8cae8d91
146_confidence_weighted,MODERATE,False,0.961855080127716,0.7,0.6828126520681266,0.9061836004257202,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,a5ba7160697af071
147_confidence_weighted,MODERATE,False,0.958808662891388,0.7,0.6829113149847095,0.8960288763046265,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,e6564e4511d975f9
148_confidence_weighted,MODERATE,False,0.8903544831275941,0.7,0.6837837837837838,0.86784827709198,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,ccaeb36c17b66e74
149_confidence_weighted,MODERATE,False,0.913346700668335,0.7,0.6799269406392694,0.9444890022277832,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,4c1586531d2f89cb
150_confidence_weighted,CRITICAL,False,0.3903676436400199,0.4,0.4601107021283675,0.8343743085861206,5,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,e800abc9da273934
151_confidence_weighted,MODERATE,False,0.9524178957939148,0.7,0.6844615384615385,0.9747263193130492,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,54fc5d6419a488d6
152_confidence_weighted,MODERATE,False,0.942150399684906,0.7,0.6714948805460751,0.94050133228302,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,ed4171a50b778bf1
153_confidence_weighted,MODERATE,False,0.9074831521511078,0.7,0.6918115183246074,0.8249438405036926,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,766dd98f47fa732a
154_confidence_weighted,MODERATE,False,0.900300704240799,0.7,0.6750673575129533,0.9010023474693298,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,d5ba6bfeda33143f
155_confidence_weighted,MODERATE,False,0.9004857051372529,0.7,0.6796281179138322,0.901619017124176,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,61d596e29bd4b14a
156_confidence_weighted,CRITICAL,False,0.166808764112662,0.2,0.3978944309009528,0.8595384955406189,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,49ae6d076953d5bd
157_confidence_weighted,MODERATE,False,0.8664055931568145,0.7,0.6791734317343173,0.7880186438560486,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,3cde8ae9de372e72
158_confidence_weighted,MODERATE,False,0.9713441276550292,0.7,0.6830089285714286,0.9378137588500975,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7f6d6e5c350c2d54
159_confidence_weighted,MODERATE,False,0.913939290046692,0.7,0.6776292134831461,0.9464643001556396,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0f0a3e78186db74e
160_confidence_weighted,MODERATE,False,0.942548521757126,0.7,0.6892046332046332,0.8418284058570862,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,6568364a4f7fbda8
162_confidence_weighted,MODERATE,False,0.9270703411102296,0.7,0.6853333333333333,0.8902344703674316,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,8bbcd409c87ef232
163_confidence_weighted,MODERATE,False,0.9040339028835296,0.7,0.6824848484848485,0.8134463429450989,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,5b8b3f9f85aad069
164_confidence_weighted,MODERATE,False,0.9339223301410676,0.7,0.6772875536480687,0.9130744338035583,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,8b21515c9f3d868d
165_confidence_weighted,MODERATE,False,0.7427604171375728,0.6,0.5312238805970149,0.7238282561302185,5,0.0,Grade B non production ready - traitement ML élevé,B,False,0.75,6b57123fecfade63
166_confidence_weighted,MODERATE,False,0.9481866681575776,0.7,0.6875702479338843,0.860622227191925,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,9b3f1b1ab89f027c
167_confidence_weighted,MODERATE,False,0.9195828187465668,0.7,0.6803775100401606,0.965276062488556,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,99d16a57294f1b0e
169_confidence_weighted,MODERATE,False,0.9210188663005828,0.7,0.6773477088948787,0.8700628876686096,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7435cd45bd0306c9
170_confidence_weighted,MODERATE,False,0.9418833410739896,0.7,0.6720240963855422,0.9396111369132996,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,5b5290265a041690
171_confidence_weighted,MODERATE,False,0.9058420443534853,0.7,0.6502446043165468,0.7194734811782837,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,f86a025051ba7281
172_confidence_weighted,MODERATE,False,0.9007769930362702,0.7,0.6742194616977225,0.9025899767875672,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,d4216a7e1a1dfdea
173_confidence_weighted,MODERATE,False,0.9705504262447358,0.7,0.6782764227642276,0.9351680874824524,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,21d1e319f5063f79
174_confidence_weighted,MODERATE,False,0.8822974598407745,0.7,0.6845477178423237,0.7409915328025818,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,07730c9602dd0a82
175_confidence_weighted,MODERATE,False,0.930096892118454,0.7,0.6812559726962457,0.9003229737281799,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,6026998fa9091211
176_confidence_weighted,CRITICAL,False,0.4585685718496793,0.4,0.4806069541851986,0.9275503158569336,4,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,2961a15e188b5dfe
177_confidence_weighted,CRITICAL,False,0.13837710888655,0.2,0.3510541063839399,0.8428335189819336,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,c5279b46ca86926c
178_confidence_weighted,MODERATE,False,0.8723696386814117,0.7,0.6846925795053004,0.7078987956047058,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,75e207f8433c9905
179_confidence_weighted,MODERATE,False,0.8679102158546448,0.7,0.6836772616136919,0.6930340528488159,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,cf0a5b5e72cbc7dc
180_confidence_weighted,MODERATE,False,0.9784472966194152,0.7,0.688,0.9614909887313844,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,42a653482c761faa
181_confidence_weighted,MODERATE,False,0.9416583752632142,0.7,0.6774761904761906,0.9388612508773804,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,d75592606f1a6df5
182_confidence_weighted,MODERATE,False,0.9143824553489686,0.7,0.649061224489796,0.847941517829895,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,2d93580017c5f706
183_confidence_weighted,CRITICAL,False,0.1,0.2,0.3016747270187687,0.8915548324584961,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,696099548cf1f22b
184_confidence_weighted,MODERATE,False,0.8962094521522521,0.7,0.6534874371859297,0.7873648405075073,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,d7dc94edc71fd9b0
185_confidence_weighted,MODERATE,False,0.976969381570816,0.7,0.6488813559322034,0.9565646052360536,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,614db6878cf3974d
